Headline 1,Headline 2
"Council authorizes agreement to receive $37,000 grant for sexual assault case investigations and police training",Council adopts sewage plan revision for 296 McKee Place at no cost to the city
"Council refers resolution to accept $37,000 grant for investigating old sexual assault cases to committee.",Council refers resolution to approve sewage plan for South Side townhome development to committee.
Council refers sewage plan for new South Side townhome development to committee.,"Council introduces legislation to accept a $37,000 grant for investigating old sexual assault cases."
Council adopts sewage plan revision for 215 South 21st Street at no cost to city,"Council authorizes agreement to receive $37,000 grant for sexual assault case investigations and police training"
"Council refers resolution to accept $37,000 grant for investigating old sexual assault cases to committee.","City Council considers allowing ALCOSAN to build underground tunnels through nine city properties for $8,200."
"City to be paid $8,200 for allowing ALCOSAN to build sewer tunnels under nine city properties.","Council introduces legislation to accept a $37,000 grant for investigating old sexual assault cases."
"Council authorizes agreement to receive $37,000 grant for sexual assault case investigations and police training","City approves easements for underground tunnels on nine city properties with $8,200 payment"
"Council refers resolution to accept $37,000 grant for investigating old sexual assault cases to committee.",City Council refers resolution to transfer 14 properties in 12th Ward to Larimer Consensus Group to settle court cases.
"Council introduces legislation to accept a $37,000 grant for investigating old sexual assault cases.",City Council introduces legislation to transfer 14 properties to the Larimer Consensus Group to settle multiple lawsuits.
"Council authorizes agreement to receive $37,000 grant for sexual assault case investigations and police training",City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle court cases
"Council authorizes city officials to apply for $250,000 state grant to help fund Emerald View Trail repairs.","Council refers resolution to accept $37,000 grant for investigating old sexual assault cases to committee."
"Council introduces a resolution to apply for a $250,000 state grant for the Emerald View Trail rehabilitation project.","Council introduces legislation to accept a $37,000 grant for investigating old sexual assault cases."
"Council authorizes agreement to receive $37,000 grant for sexual assault case investigations and police training","Council authorizes application for $250,000 grant to rehabilitate Emerald View Trail with city match funding"
"Council refers resolution to accept $37,000 grant for investigating old sexual assault cases to committee.",Council refers resolution for University of Pittsburgh to provide free supplemental waste services in Oakland neighborhood.
