Headline 1,Headline 2
Council considers sewage plan revision for Hermitage Street development at no cost to city.,Council passes ordinance clarifying rules for posting residential parking permit signs.
City's official sewage plan to be updated for new Hermitage Street development.,New ordinance clarifies which streets and at what times residential parking permits will be enforced.
Council adopts sewage plan revision for 7415 Hermitage Street at no cost to the city,Council approves clearer rules for residential parking permit signage
Council considers sewage plan revision for Hermitage Street development at no cost to city.,Council expands residential permit parking program to more South Side Flats streets.
More streets in the South Side Flats added to residential permit parking zone.,City's official sewage plan to be updated for new Hermitage Street development.
Council approves expansion of Residential Permit Parking Area KK in South Side Flats,Council adopts sewage plan revision for 7415 Hermitage Street at no cost to the city
Council considers sewage plan revision for Hermitage Street development at no cost to city.,Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.
Council approves sewer connection for new Walnut McKee Apartments.,City's official sewage plan to be updated for new Hermitage Street development.
Council adopts sewage plan revision for 7415 Hermitage Street at no cost to the city,City Council approves sewage plan revision for 296 McKee Place at no cost to the City
Council considers sewage plan revision for Hermitage Street development at no cost to city.,Council approves sewage plan revision for South Side townhome development at no cost to the City.
Council approves sewer plan for new Josephine Street Townhomes.,City's official sewage plan to be updated for new Hermitage Street development.
City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City,Council adopts sewage plan revision for 7415 Hermitage Street at no cost to the city
"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties.",Council considers sewage plan revision for Hermitage Street development at no cost to city.
City grants ALCOSAN underground land access for a major sewer project.,City's official sewage plan to be updated for new Hermitage Street development.
"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200",Council adopts sewage plan revision for 7415 Hermitage Street at no cost to the city
"Council schedules meeting on police, EMS and fire equipment after ambulance breaks down responding to emergency call.",Council considers sewage plan revision for Hermitage Street development at no cost to city.
City's official sewage plan to be updated for new Hermitage Street development.,Council schedules hearing on aging public safety vehicles.
Council adopts sewage plan revision for 7415 Hermitage Street at no cost to the city,"Council schedules special meeting to address EMS, fire, and police fleet issues"
Council holds public hearing on bill to reduce minimum lot sizes for residential development.,Council considers sewage plan revision for Hermitage Street development at no cost to city.
Council hears conflicting public testimony on a bill to reduce minimum lot sizes for homes.,City's official sewage plan to be updated for new Hermitage Street development.
Council holds public hearing and advances bill to reduce minimum lot sizes in residential zoning districts,Council adopts sewage plan revision for 7415 Hermitage Street at no cost to the city
"Council holds resolution to sell city-owned property on Itin Street for $3,755.",Council considers sewage plan revision for Hermitage Street development at no cost to city.
Council holds proposed sale of Itin Street property for one week.,City's official sewage plan to be updated for new Hermitage Street development.
City Council holds resolution for sale of 23rd Ward property for one week,Council adopts sewage plan revision for 7415 Hermitage Street at no cost to the city
Council considers sewage plan revision for Hermitage Street development at no cost to city.,"Council holds resolution to transfer $33,292 for employee tuition reimbursement for six weeks."
"$33,292 transfer for council staff tuition reimbursement is held for six weeks.",City's official sewage plan to be updated for new Hermitage Street development.
Council adopts sewage plan revision for 7415 Hermitage Street at no cost to the city,"City Council votes to hold $33,292 budget transfer for tuition reimbursement for six weeks"
Council considers sewage plan revision for Hermitage Street development at no cost to city.,"Council approves $40,000 contract with law firm for immigration legal services."
City's official sewage plan to be updated for new Hermitage Street development.,"City approves $40,000 contract for immigration legal services."
