Headline 1,Headline 2
"Council approves purchase of a nearly $13,500 diagnostic tool for Public Works vehicles.",Urban Redevelopment Authority seeks to cancel its acquisition of a 15th Ward property.
"Council approves $13,499 purchase of Mac Scan tool for DPW vehicle repairs",Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward
Council repeals 2019 resolution that gave city property in 15th Ward to Urban Redevelopment Authority.,"Council approves $35,025 for portable restroom rentals and servicing in city parks."
Urban Redevelopment Authority seeks to cancel its acquisition of a 15th Ward property.,"City Council approves $35,025 for portable restrooms in city parks."
Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward,"Council approves $35,025 payment to United Rentals for portable restrooms in city parks"
Council repeals 2019 resolution that gave city property in 15th Ward to Urban Redevelopment Authority.,"Council approves $11,424 contract with Cycom Data Systems to maintain Law Department's case management software."
Urban Redevelopment Authority seeks to cancel its acquisition of a 15th Ward property.,"Council approves an $11,424 one-year contract for Law Department software support."
"Council approves $11,424 contract with Cycom for CityLaw software maintenance and upgrades",Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward
"Council approves $125,000 in state grant funds to buy recycling vehicles for Public Works.",Council repeals 2019 resolution that gave city property in 15th Ward to Urban Redevelopment Authority.
Urban Redevelopment Authority seeks to cancel its acquisition of a 15th Ward property.,"Council approves $125,000 in state grant funding to purchase vehicles for the recycling program."
Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward,"Council approves $125,000 transfer for new recycling vehicles through state grant"
"Council approves $17,204 payment to renew Pittsburgh's membership in flood control authority for 2025.",Council repeals 2019 resolution that gave city property in 15th Ward to Urban Redevelopment Authority.
"City Council approves $17,204 to renew flood control authority membership.",Urban Redevelopment Authority seeks to cancel its acquisition of a 15th Ward property.
Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward,"City Council approves $17,204 payment to renew membership in Chartiers Valley Flood Control Authority for 2025"
Council approves agreement with Pittsburgh Downtown Partnership to improve Market Square at no cost to the City.,Council repeals 2019 resolution that gave city property in 15th Ward to Urban Redevelopment Authority.
City Council authorizes a no-cost agreement with the Pittsburgh Downtown Partnership for Market Square improvements.,Urban Redevelopment Authority seeks to cancel its acquisition of a 15th Ward property.
Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward,Council approves agreement with Pittsburgh Downtown Partnership to improve and maintain Market Square at no cost to the City
Council approves post-agenda meetings to discuss Oakland Business Improvement District and Affordable Housing Bond.,Council repeals 2019 resolution that gave city property in 15th Ward to Urban Redevelopment Authority.
Urban Redevelopment Authority seeks to cancel its acquisition of a 15th Ward property.,City Council calls for future discussions on the Oakland Business Improvement District and the affordable housing bond.
Council approves post-agenda meetings on Oakland BID and Affordable Housing Bond,Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward
"City Council approves accepting $316,367 settlement for damaged Finland Street Pedestrian Bridge.",Council repeals 2019 resolution that gave city property in 15th Ward to Urban Redevelopment Authority.
"Council committee recommends accepting $316,367 settlement for Finland Street Pedestrian Bridge.",Urban Redevelopment Authority seeks to cancel its acquisition of a 15th Ward property.
"City Council approves $316,367 settlement for Finland Street Pedestrian Bridge litigation",Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward
Council repeals 2019 resolution that gave city property in 15th Ward to Urban Redevelopment Authority.,Council approves three-year agreement with USI Insurance Services to broker city insurance policies at no direct cost.
Council recommends switching to USI Insurance Services as the city's new insurance broker.,Urban Redevelopment Authority seeks to cancel its acquisition of a 15th Ward property.
City Council approves no-cost agreement with USI Insurance Services for three-year insurance brokerage contract,Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward
Council approves over $1 million in additional federal funding for Liberty Avenue road project.,Council repeals 2019 resolution that gave city property in 15th Ward to Urban Redevelopment Authority.
Urban Redevelopment Authority seeks to cancel its acquisition of a 15th Ward property.,Council committee recommends adding $1.06 million in federal funds for a Liberty Avenue project.
Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire city property in 15th Ward,Council approves $1.06 million increase for Liberty Avenue project with new federal funding
