Headline 1,Headline 2
Council approves amended sewage plan revision for 296 McKee Place with corrected zip code,Council authorizes Pittsburgh Land Bank to acquire city property at 219 Reifert Street at no cost
Council refers resolution to transfer city property on Reifert Street to Pittsburgh Land Bank for $1.,Council approves sewage plan revision for South Side townhome development at no cost to the city.
Pittsburgh Land Bank to acquire city-owned property on Reifert Street.,Council recommends a sewage plan update for a new townhome development on the South Side.
Council approves sewage plan revision for 215 South 21st Street development at no cost to city,Council authorizes Pittsburgh Land Bank to acquire city property at 219 Reifert Street at no cost
"Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city-owned properties.",Council refers resolution to transfer city property on Reifert Street to Pittsburgh Land Bank for $1.
Pittsburgh Land Bank to acquire city-owned property on Reifert Street.,"City to grant ALCOSAN easements for underground tunnels in exchange for $8,200."
"City Council approves easements for ALCOSAN tunnels on nine city-owned parcels for $8,200 payment",Council authorizes Pittsburgh Land Bank to acquire city property at 219 Reifert Street at no cost
Council approves agreement for six new bus shelters in Hazelwood at no cost to the city.,"Council refers $40,000 immigration legal services contract to Finance and Law Committee."
"Resolution introduced to authorize a $40,000 contract for the City’s immigration legal services.",Proposal for six privately-funded bus shelters in Hazelwood sent to committee for review.
"Council authorizes $40,000 contract for immigration legal services with Fragomen firm",Council authorizes agreement with Almono LP for six new bus shelters in Hazelwood at no cost to city
Council member Lavelle introduces ordinance to increase paid sick leave accrual rates and maximum hours for Pittsburgh employees.,"Council refers $40,000 immigration legal services contract to Finance and Law Committee."
"Resolution introduced to authorize a $40,000 contract for the City’s immigration legal services.",Council introduces legislation to increase paid sick leave hours for Pittsburgh employees.
Council approves ordinance to increase paid sick leave accrual rates and maximum hours,"Council authorizes $40,000 contract for immigration legal services with Fragomen firm"
"Council refers $40,000 immigration legal services contract to Finance and Law Committee.","Council approves reduced $450,000 state grant for Penn Avenue lighting project."
"Resolution introduced to authorize a $40,000 contract for the City’s immigration legal services.","Council accepts a $450,000 state grant for the Penn Avenue lighting project."
"Council authorizes $40,000 contract for immigration legal services with Fragomen firm","Council approves reduced $450,000 grant for Penn Avenue lighting project"
"Council refers $40,000 immigration legal services contract to Finance and Law Committee.","Council approves $115,170 increase for Fort Pitt Park design services, bringing total cost to $415,170."
"Resolution introduced to authorize a $40,000 contract for the City’s immigration legal services.","Council approves an additional $115,170 for design work on Fort Pitt Park improvements."
"Council authorizes $40,000 contract for immigration legal services with Fragomen firm","City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR"
